Co_Ref,Contact_ID,Call_Date,Direction,cc_business_struggles_financial_hardship,cc_dissatisfaction_support,cc_contractor_sentiment,cc_contractor_sentiment_issues_score,cc_pricing_sentiment_impact,cc_refund_discussed,cc_contractor_complained,Analysed_Call
AI5190,688424000000.0,2025-11-25,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
ZU1343,650976000000.0,2025-05-29,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
IU2627,686662000000.0,2025-11-03,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
KN2593,689552000000.0,2025-12-09,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
ZN5164,623025000000.0,2025-03-31,IN_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
OZ3292,691479000000.0,2026-01-05,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
NA3445,590737000000.0,2024-11-19,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
JJ5038,690633000000.0,2025-12-23,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
SX7407,685632000000.0,2025-10-22,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
SX7407,685920000000.0,2025-10-27,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
CX2487,687159000000.0,2025-11-10,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
KO2259,593391000000.0,2025-01-03,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
BX7956,689200000000.0,2025-12-05,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
RW8178,594703000000.0,2025-01-22,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
TI2911,593697000000.0,2025-01-07,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
WE7645,650976000000.0,2025-05-29,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
JE1594,651406000000.0,2025-06-04,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DS5781,689718000000.0,2025-12-11,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
OY4909,652049000000.0,2025-06-13,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
FE8181,688015000000.0,2025-11-20,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
FR3311,690297000000.0,2025-12-17,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
ZO0481,686277000000.0,2025-10-29,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
OP4173,651143000000.0,2025-06-02,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
WW0805,596486000000.0,2025-02-21,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
OC0869,596486000000.0,2025-02-21,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
FM8722,691674000000.0,2026-01-07,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
VZ5065,592449000000.0,2024-12-17,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
QS6062,685632000000.0,2025-10-22,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
HK1702,622846000000.0,2025-03-28,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
JZ3246,679324000000.0,2025-07-30,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
WH2291,689353000000.0,2025-12-05,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
OY8397,682975000000.0,2025-09-17,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
ZY3137,684557000000.0,2025-10-08,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
CU6427,683926000000.0,2025-10-01,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
SZ8863,685446000000.0,2025-10-20,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
OZ2699,686118000000.0,2025-10-27,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
YA3306,691479000000.0,2026-01-05,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
PN3842,691479000000.0,2026-01-05,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
QA3238,589929000000.0,2024-11-06,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
TI2228,589779000000.0,2024-11-04,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
UU1621,565090000000.0,2024-10-22,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
HR8951,591370000000.0,2024-11-28,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
EK1643,592072000000.0,2024-12-10,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
TM7372,689200000000.0,2025-12-05,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
GT8774,685446000000.0,2025-10-20,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
ZO7436,688586000000.0,2025-11-27,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
GK8087,686481000000.0,2025-10-31,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
KQ9569,681582000000.0,2025-08-28,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
AC6051,651742000000.0,2025-06-09,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
TV1503,683583000000.0,2025-09-29,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
IP9775,676349000000.0,2025-06-18,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DL7270,682340000000.0,2025-09-08,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
FC1916,677090000000.0,2025-06-30,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
BA8131,676649000000.0,2025-06-23,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
WY2430,684954000000.0,2025-10-13,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
AC7352,686278000000.0,2025-10-30,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
MX3276,651406000000.0,2025-06-05,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DQ8212,683583000000.0,2025-09-29,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
YB7753,687553000000.0,2025-11-14,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
UX4718,683925000000.0,2025-09-30,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
TR9380,687552000000.0,2025-11-13,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
XI4788,677794000000.0,2025-07-07,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
RA4603,690632000000.0,2025-12-22,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
CJ5186,651566000000.0,2025-06-09,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
FE3534,687552000000.0,2025-11-13,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
GQ2803,676943000000.0,2025-06-26,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
LT2273,651877000000.0,2025-06-11,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
VU4693,686970000000.0,2025-11-06,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
CP1251,652191000000.0,2025-06-17,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
TI1350,652190000000.0,2025-06-16,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
OC4817,682341000000.0,2025-09-09,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
NR3452,687684000000.0,2025-11-17,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
FU3337,595128000000.0,2025-01-31,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
IZ3330,676349000000.0,2025-06-18,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
BP9797,685241000000.0,2025-10-17,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
PT2686,651565000000.0,2025-06-06,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
TI1350,677090000000.0,2025-06-30,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
VN4742,678858000000.0,2025-07-22,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
FU6284,686277000000.0,2025-10-29,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
LB2169,685446000000.0,2025-10-20,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
BE1113,684557000000.0,2025-10-08,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
KJ2467,624670000000.0,2025-04-24,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
UO5810,680586000000.0,2025-08-15,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
WY1820,594425000000.0,2025-01-20,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
QZ3995,685632000000.0,2025-10-22,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DL7790,690632000000.0,2025-12-22,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
GT0648,685631000000.0,2025-10-21,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
HU6420,596926000000.0,2025-02-27,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
VN2343,688424000000.0,2025-11-25,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
JE4733,623936000000.0,2025-04-14,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
CM6973,597369000000.0,2025-03-06,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
MF9523,690298000000.0,2025-12-18,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
NZ1981,594991000000.0,2025-01-28,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
YE8321,688704000000.0,2025-11-27,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
WO1803,685774000000.0,2025-10-23,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
VP0029,594580000000.0,2025-01-21,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
CN5922,682976000000.0,2025-09-18,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DI4808,690131000000.0,2025-12-16,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
NO2603,596486000000.0,2025-02-20,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
OV9860,684417000000.0,2025-10-07,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
ZW1273,686662000000.0,2025-11-03,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
SZ3296,597081000000.0,2025-02-28,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
TS7395,595604000000.0,2025-02-07,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
VY9032,685773000000.0,2025-10-23,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
CP2684,597237000000.0,2025-03-03,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
CV4553,687684000000.0,2025-11-17,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
TA8834,689553000000.0,2025-12-09,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
FW3561,685773000000.0,2025-10-22,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
HI3024,684954000000.0,2025-10-13,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
NV5678,683583000000.0,2025-09-29,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
FV5003,594703000000.0,2025-01-23,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DK0697,595465000000.0,2025-02-04,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
WH1533,676944000000.0,2025-06-27,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
XA4418,687159000000.0,2025-11-10,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
TR7326,683261000000.0,2025-09-22,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
IF4455,597237000000.0,2025-03-03,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
QU0475,686277000000.0,2025-10-29,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
HU8127,625513000000.0,2025-05-08,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
MN7065,625224000000.0,2025-05-02,OUT_BOUND,No,No,Neutral,80,No,No,No,1
II3667,676790000000.0,2025-06-24,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
LU6821,685919000000.0,2025-10-24,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
PG7028,593391000000.0,2025-01-03,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
NV5755,685773000000.0,2025-10-23,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
HP3576,596191000000.0,2025-02-17,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
CV9606,679955000000.0,2025-08-06,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
BT4221,596486000000.0,2025-02-20,IN_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DT0703,594137000000.0,2025-01-15,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
IK8974,689354000000.0,2025-12-08,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
DF1109,622725000000.0,2025-03-26,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
RX0833,684416000000.0,2025-10-06,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
MJ7487,686118000000.0,2025-10-27,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
EO8648,676468000000.0,2025-06-19,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
BX7332,684787000000.0,2025-10-10,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
EL4896,679806000000.0,2025-08-05,OUT_BOUND,No,No,Satisfied,90,No,No,No,1
LM0715,594294000000.0,2025-01-16,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
ZH7610,623476000000.0,2025-04-07,OUT_BOUND,No,No,Satisfied,90,No,No,No,1
IU8292,623634000000.0,2025-04-09,IN_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
DF7465,688586000000.0,2025-11-27,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
CG6711,597369000000.0,2025-03-06,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
VW1481,683450000000.0,2025-09-23,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
DJ3341,676943000000.0,2025-06-26,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
MO8356,595302000000.0,2025-02-03,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
FI9718,595746000000.0,2025-02-10,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
ZJ2552,652049000000.0,2025-06-13,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
ZD7358,683926000000.0,2025-10-01,OUT_BOUND,No,No,Satisfied,90,No,No,No,1
NJ6954,685631000000.0,2025-10-21,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
YO4179,687553000000.0,2025-11-14,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
EB2772,676350000000.0,2025-06-18,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
WQ7486,594703000000.0,2025-01-22,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
DM9501,684954000000.0,2025-10-13,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
MK1224,596192000000.0,2025-02-17,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
QJ4917,685775000000.0,2025-10-24,IN_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
IO7171,685446000000.0,2025-10-20,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
DT0313,688015000000.0,2025-11-20,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
MT8019,680316000000.0,2025-08-11,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
HO1818,679324000000.0,2025-07-30,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
YV0362,651743000000.0,2025-06-10,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
BI9861,594294000000.0,2025-01-17,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
EO0049,625079000000.0,2025-05-01,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
II3667,678858000000.0,2025-07-22,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
MC8816,595303000000.0,2025-02-03,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
FN0999,621700000000.0,2025-03-11,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
KO7889,691479000000.0,2026-01-05,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
JE8780,592293000000.0,2024-12-12,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
QN1351,590558000000.0,2024-11-14,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
MJ8429,680752000000.0,2025-08-18,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
QZ3709,688015000000.0,2025-11-20,IN_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
KO7251,597369000000.0,2025-03-06,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
QX8020,678522000000.0,2025-07-18,OUT_BOUND,No,No,Satisfied,80,No,No,No,1
FB2093,621700000000.0,2025-03-11,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
XT9782,682014000000.0,2025-09-05,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
IC2743,689552000000.0,2025-12-08,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
UE5563,682477000000.0,2025-09-11,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
SM6148,623936000000.0,2025-04-14,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
MG8242,597368000000.0,2025-03-05,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
AW4054,684557000000.0,2025-10-08,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
BP5837,685774000000.0,2025-10-23,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
DF7697,597368000000.0,2025-03-05,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
CP1191,622283000000.0,2025-03-19,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
GU7166,590558000000.0,2024-11-15,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
NV5678,684558000000.0,2025-10-09,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
UX2303,596925000000.0,2025-02-27,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
OD4886,677234000000.0,2025-07-01,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
CG9955,623776000000.0,2025-04-11,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
GW8865,686836000000.0,2025-11-05,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
QT9395,683450000000.0,2025-09-26,OUT_BOUND,No,No,Not Discussed,Not Discussed,No,No,No,1
IX4449,690633000000.0,2025-12-23,OUT_BOUND,No,No,Not Discussed,Not Discussed,No,No,No,1
NL3923,684955000000.0,2025-10-13,OUT_BOUND,No,No,Not Discussed,Not Discussed,No,No,No,1
MP1299,622845000000.0,2025-03-27,OUT_BOUND,Yes,No,Neutral,Not Discussed,No,No,No,1
DA9638,678859000000.0,2025-07-23,IN_BOUND,No,No,Neutral,60,No,No,No,1
DU5140,688015000000.0,2025-11-20,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
OY9353,684557000000.0,2025-10-08,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
OH1670,691479000000.0,2026-01-05,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
KP4581,592602000000.0,2024-12-19,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
HZ5104,685446000000.0,2025-10-20,OUT_BOUND,No,No,Satisfied,90,No,No,No,1
CA6995,677235000000.0,2025-07-02,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
PG2297,686278000000.0,2025-10-30,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
KN2593,688423000000.0,2025-11-24,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
PK6224,685240000000.0,2025-10-16,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
MA8220,682829000000.0,2025-09-16,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
UR7137,651877000000.0,2025-06-11,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
VP8020,623775000000.0,2025-04-10,OUT_BOUND,No,No,Satisfied,90,No,No,No,1
QH4775,682976000000.0,2025-09-18,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
DI7983,622105000000.0,2025-03-18,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
VE3745,690632000000.0,2025-12-22,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
LL4700,689354000000.0,2025-12-08,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
CP3123,684954000000.0,2025-10-13,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
MI9982,591917000000.0,2024-12-09,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
MH4580,680463000000.0,2025-08-14,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
PO1835,688423000000.0,2025-11-24,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
LY6867,688014000000.0,2025-11-19,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
FI9713,596362000000.0,2025-02-18,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
HD6180,683450000000.0,2025-09-23,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
UV7733,593549000000.0,2025-01-06,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
PR8976,686971000000.0,2025-11-07,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
KE2490,678084000000.0,2025-07-11,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
IR4956,626244000000.0,2025-05-19,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
AX0272,685125000000.0,2025-10-16,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
YF4467,684085000000.0,2025-10-02,OUT_BOUND,No,No,Neutral,80,No,No,No,1
JB1513,689009000000.0,2025-12-03,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
ET0956,689008000000.0,2025-12-02,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
QO4883,621949000000.0,2025-03-14,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
IV2466,677410000000.0,2025-07-02,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
VF0454,596779000000.0,2025-02-25,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
IW6883,597368000000.0,2025-03-05,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
RI7402,679955000000.0,2025-08-06,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
RG0161,686970000000.0,2025-11-06,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
YQ2658,621824000000.0,2025-03-12,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
MA5766,591917000000.0,2024-12-09,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
IT9095,594833000000.0,2025-01-27,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
AX8636,689923000000.0,2025-12-12,OUT_BOUND,No,No,Neutral,80,No,No,No,1
ZU6092,687553000000.0,2025-11-14,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
NT7334,624979000000.0,2025-04-30,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
UD8986,685125000000.0,2025-10-15,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
FW1447,686278000000.0,2025-10-30,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
IR8224,684085000000.0,2025-10-03,OUT_BOUND,No,No,Neutral,80,No,No,No,1
NH6428,688424000000.0,2025-11-24,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
AH2799,590915000000.0,2024-11-22,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
AW0515,595604000000.0,2025-02-06,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
JX7482,682477000000.0,2025-09-11,OUT_BOUND,No,No,Neutral,80,No,No,No,1
LR0254,681421000000.0,2025-08-26,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
WZ4693,681421000000.0,2025-08-26,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
YX2636,538683000000.0,2024-09-13,IN_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
QI0798,679323000000.0,2025-07-29,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
QB6029,676469000000.0,2025-06-20,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
QE6745,193615000000.0,2025-09-24,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
WA2299,682012000000.0,2025-09-04,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
MP4273,688014000000.0,2025-11-19,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
GO2981,592601000000.0,2024-12-18,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
GO7159,596926000000.0,2025-02-28,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
JD2420,684417000000.0,2025-10-07,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
TP9401,596779000000.0,2025-02-25,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
VI0241,684954000000.0,2025-10-13,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
QN9702,686971000000.0,2025-11-07,OUT_BOUND,No,No,Satisfied,90,No,No,No,1
PQ4062,621824000000.0,2025-03-12,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
IQ2519,689008000000.0,2025-12-02,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
DR2481,623305000000.0,2025-04-04,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
MZ1080,681582000000.0,2025-08-29,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
XZ7007,689718000000.0,2025-12-11,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
CP1473,685632000000.0,2025-10-22,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
JQ4826,621825000000.0,2025-03-13,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
KR2311,684417000000.0,2025-10-08,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
IR2783,677575000000.0,2025-07-04,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
BM9304,687553000000.0,2025-11-13,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
YX1203,689553000000.0,2025-12-10,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
