Co_Ref,crm_customer_payment_intention,crm_contractor_suggested_leave,crm_customer_complained,crm_negative_customer_experience,crm_dissatisfaction_with_support,crm_agent_chase_count,crm_financial_hardship_mentioned,crm_delays_in_accreditation,crm_membership_overdue
JS7770,No,No,No,No,No,0,No,No,No
TJ1721,No,No,No,No,No,0,No,No,No
ZC0918,No,No,No,No,No,0,No,No,No
BH4446,No,No,No,No,No,0,No,No,No
BW8728,No,No,No,No,No,0,No,No,No
RO9807,No,No,No,No,No,0,No,No,No
BA1200,No,No,No,No,No,0,No,No,No
LE0265,No,No,No,No,No,0,No,No,No
KX7412,No,No,No,No,No,0,No,No,No
PF8849,No,No,No,No,No,0,No,No,No
TF2290,No,No,No,No,No,0,No,No,No
UL1412,No,No,No,No,No,0,No,No,No
ZN8354,No,No,No,No,No,0,No,No,No
HC3461,No,No,No,No,No,0,No,No,No
XF3161,No,No,No,No,No,0,No,No,No
KO9572,No,No,No,No,No,0,No,No,No
SH3090,No,No,No,No,No,0,No,No,No
AJ9363,No,No,No,No,No,0,No,No,No
CG2623,No,No,No,No,No,0,No,No,No
ZF6124,No,No,No,No,No,0,No,No,No
SR4967,No,No,No,No,No,0,No,No,No
SR5509,No,No,No,No,No,0,No,No,No
IU1600,No,No,No,No,No,0,No,No,No
AG3828,No,No,No,No,No,0,No,No,No
QQ4330,No,No,No,No,No,0,No,No,No
RU3179,No,No,No,No,No,0,No,No,No
UH2541,No,No,No,No,No,0,No,No,No
UO1361,No,No,No,No,No,0,No,No,No
CT7823,Yes,No,No,No,No,0,No,No,No
DD1089,Yes,No,No,No,No,0,No,No,No
VF8097,Yes,No,No,No,No,0,No,No,No
OL3362,Yes,No,No,No,No,0,No,No,No
AJ1165,Yes,No,No,No,No,0,No,No,No
MG9093,Yes,No,No,No,No,0,No,No,No
UH5341,Yes,No,No,No,No,0,No,No,No
NS4225,Yes,No,No,No,No,0,No,No,No
WG6983,Yes,No,No,No,No,0,No,No,No
DI8508,Yes,No,No,No,No,0,No,No,No
RZ3401,Yes,No,No,No,No,0,No,No,No
FP6439,Yes,No,No,No,No,0,No,No,No
UY7867,Yes,No,No,No,No,0,No,No,No
UQ7329,Yes,No,No,No,No,0,No,No,No
JK6663,Yes,No,No,No,No,0,No,No,No
MV2452,Yes,No,No,No,No,0,No,No,No
RK1418,Yes,No,No,No,No,0,No,No,No
EQ1055,Yes,No,No,No,No,0,No,No,No
GG4152,Yes,No,No,No,No,0,No,No,No
PG4121,Yes,No,No,No,No,0,No,No,No
CK2202,Yes,No,No,No,No,0,No,No,No
HM7832,Yes,No,No,No,No,0,No,No,No
DL3152,Yes,No,No,No,No,0,No,No,No
HX3623,Yes,No,No,No,No,0,No,No,No
UA9350,No,No,No,No,No,0,No,No,No
EO6700,No,No,No,No,No,0,No,No,No
CF7747,Yes,No,No,No,No,0,No,No,No
NK7718,Yes,No,No,No,No,0,No,No,No
AA5736,No,No,No,No,No,0,No,No,No
OG5104,No,No,No,No,No,0,No,No,No
VK0813,No,No,No,No,No,0,No,No,No
VW1499,No,No,No,No,No,0,No,No,No
ZO7429,Yes,No,No,No,No,0,No,No,No
JN6710,Yes,No,No,No,No,0,No,No,No
DM9739,No,No,No,No,No,0,No,No,No
AI9154,No,No,No,No,No,0,No,No,No
MB4340,No,No,No,No,No,0,No,No,No
GD8704,No,No,No,No,No,0,No,No,No
DJ5961,No,No,No,No,No,0,No,No,No
MP6155,No,No,No,No,No,0,No,No,No
WL3633,No,No,No,No,No,0,No,No,No
AQ2405,No,No,No,No,No,0,No,No,No
HA8934,No,No,No,No,No,0,No,No,No
FK6164,No,No,No,No,No,0,No,No,No
FK8427,No,No,No,No,No,0,No,No,No
FJ9823,No,No,No,No,No,0,No,No,No
VQ6273,No,No,No,No,No,0,No,No,No
MC0460,No,No,No,No,No,0,No,No,No
UL7216,No,No,No,No,No,0,No,No,No
XU7575,No,No,No,No,No,0,No,No,No
MY8466,No,No,No,No,No,0,No,No,No
QY3827,No,No,No,No,No,0,No,No,No
CP5086,No,No,No,No,No,0,No,No,No
AE4799,No,No,No,No,No,0,No,No,No
FZ9867,No,No,No,No,No,0,No,No,No
NH1907,No,No,No,No,No,0,No,No,No
PP9282,No,No,No,No,No,0,No,No,No
ZZ2465,No,No,No,No,No,0,No,No,No
OF8817,No,No,No,No,No,0,No,No,No
WI5343,No,No,No,No,No,0,No,No,No
GA5137,No,No,No,No,No,0,No,No,No
IK1565,Yes,No,No,No,No,0,No,No,No
IU5185,Yes,No,No,No,No,0,No,No,No
NQ1847,Yes,No,No,No,No,0,No,No,No
AP9036,Yes,No,No,No,No,0,No,No,No
KM4131,Yes,No,No,No,No,0,No,No,No
VW2225,Yes,No,No,No,No,0,No,No,No
WA9405,Yes,No,No,No,No,0,No,No,No
FV1274,Yes,No,No,No,No,0,No,No,No
GF6434,Yes,No,No,No,No,0,No,No,No
GL1142,Yes,No,No,No,No,0,No,No,No
XW4781,Yes,No,No,No,No,0,No,No,No
CC5513,Yes,No,No,No,No,0,No,No,No
DM5238,Yes,No,No,No,No,0,No,No,No
PH1923,Yes,No,No,No,No,0,No,No,No
RF5974,Yes,No,No,No,No,0,No,No,No
SV8765,Yes,No,No,No,No,0,No,No,No
UJ7096,Yes,No,No,No,No,0,No,No,No
XX6044,Yes,No,No,No,No,0,No,No,No
ZJ1850,Yes,No,No,No,No,0,No,No,No
QT0231,Yes,No,No,No,No,0,No,No,No
US5608,Yes,No,No,No,No,0,No,No,No
RP2964,Yes,No,No,No,No,0,No,No,No
YO9895,Yes,No,No,No,No,0,No,No,No
OJ9376,Yes,No,No,No,No,0,No,No,No
TV9111,Yes,No,No,No,No,0,No,No,No
YQ7351,Yes,No,No,No,No,0,No,No,No
TF2215,Yes,No,No,No,No,0,No,No,No
PK7534,Yes,No,No,No,No,0,No,No,No
QV2839,Yes,No,No,No,No,0,No,No,No
BT3605,No,No,No,No,No,0,No,No,No
SC0779,No,No,No,No,No,0,No,No,No
TC9013,No,No,No,No,No,0,No,No,No
VL7365,No,No,No,No,No,0,No,No,No
ZS5299,No,No,No,No,No,0,No,No,No
CW0289,No,No,No,No,No,0,No,No,No
EB8407,No,No,No,No,No,0,No,No,No
UU8313,No,No,No,No,No,0,No,No,No
MZ6048,No,No,No,No,No,0,No,No,No
NH9940,No,No,No,No,No,0,No,No,No
ZH4164,No,No,No,No,No,0,No,No,No
OK4395,No,No,No,No,No,0,No,No,No
PC7675,No,No,No,No,No,0,No,No,No
PE8073,No,No,No,No,No,0,No,No,No
PM2848,No,No,No,No,No,0,No,No,No
AP0487,No,No,No,No,No,0,No,No,No
IA0775,No,No,No,No,No,0,No,No,No
AI2012,No,No,No,No,No,0,No,No,No
FD2032,No,No,No,No,No,0,No,No,No
PP0678,No,No,No,No,No,0,No,No,No
UY6796,No,No,No,No,No,0,No,No,No
AP4555,No,No,No,No,No,0,No,No,No
FV0931,No,No,No,No,No,0,No,No,No
HX7896,No,No,No,No,No,0,No,No,No
IX0709,No,No,No,No,No,0,No,No,No
JO7111,No,No,No,No,No,0,No,No,No
IL8206,No,No,No,No,No,0,No,No,No
BS4345,No,No,No,No,No,0,No,No,No
TV8912,No,No,No,No,No,0,No,No,No
HX4370,No,No,No,No,No,0,No,No,No
FI3783,No,No,No,No,No,0,No,No,No
YI2861,No,No,No,No,No,0,No,No,No
JR1516,No,No,No,No,No,0,No,No,No
ZN8980,No,No,No,No,No,0,No,No,No
BA3113,No,No,No,No,No,0,No,No,No
DE7294,No,No,No,No,No,0,No,No,No
US6325,No,No,No,No,No,0,No,No,No
AS3605,No,No,No,No,No,0,No,No,No
KB9604,No,No,No,No,No,0,No,No,No
GA8307,No,No,No,No,No,0,No,No,No
ME9204,No,No,No,No,No,0,No,No,No
IQ6830,No,No,No,No,No,0,No,No,No
VA5763,No,No,No,No,No,0,No,No,No
DQ2261,No,No,No,No,No,0,No,No,No
FN9231,No,No,No,No,No,0,No,No,No
FZ4668,No,No,No,No,No,0,No,No,No
HR5623,No,No,No,No,No,0,No,No,No
IM3622,No,No,No,No,No,0,No,No,No
KK1762,No,No,No,No,No,0,No,No,No
XI8126,No,No,No,No,No,0,No,No,No
HL2182,Yes,No,No,No,No,0,No,No,No
LQ1305,Yes,No,No,No,No,0,No,No,No
ZJ1888,Yes,No,No,No,No,0,No,No,No
BN5118,Yes,No,No,No,No,0,No,No,No
LG0447,Yes,No,No,No,No,0,No,No,No
XY6180,Yes,No,No,No,No,0,No,No,No
UM1468,Yes,No,No,No,No,0,No,No,No
SM2333,Yes,No,No,No,No,0,No,No,No
CC8482,Yes,No,No,No,No,0,No,No,No
KP3386,Yes,No,No,No,No,0,No,No,No
CW1340,Yes,No,No,No,No,0,No,No,No
ED8961,Yes,No,No,No,No,0,No,No,No
FR2835,Yes,No,No,No,No,0,No,No,No
QI6002,Yes,No,No,No,No,0,No,No,No
DR6966,Yes,No,No,No,No,0,No,No,No
IN4895,Yes,No,No,No,No,0,No,No,No
DY2796,Yes,No,No,No,No,0,No,No,No
MJ8795,Yes,No,No,No,No,0,No,No,No
AO2060,Yes,No,No,No,No,0,No,No,No
BZ1029,Yes,No,No,No,No,0,No,No,No
SG2142,Yes,No,No,No,No,0,No,No,No
WR5634,Yes,No,No,No,No,0,No,No,No
YA3341,Yes,No,No,No,No,0,No,No,No
TR8107,Yes,No,No,No,No,0,No,No,No
FS7854,Yes,No,No,No,No,0,No,No,No
NC8246,Yes,No,No,No,No,0,No,No,No
HV8468,Yes,No,No,No,No,0,No,No,No
KM3061,Yes,No,No,No,No,0,No,No,No
CD6064,Yes,No,No,No,No,0,No,No,No
TP1601,Yes,No,No,No,No,0,No,No,No
RX4870,Yes,No,No,No,No,0,No,No,No
TM2241,Yes,No,No,No,No,0,No,No,No
ZO9465,Yes,No,No,No,No,0,No,No,No
KS8997,Yes,No,No,No,No,0,No,No,No
CP1407,Yes,No,No,No,No,0,No,No,No
ON0685,Yes,No,No,No,No,0,No,No,No
PT4061,Yes,No,No,No,No,0,No,No,No
XN1736,Yes,No,No,No,No,0,No,No,No
DX1554,Yes,No,No,No,No,0,No,No,No
FT0882,No,No,No,No,No,0,No,No,No
QV0402,No,No,No,No,No,0,No,No,No
XG2628,No,No,No,No,No,0,No,No,No
GT8066,No,No,No,No,No,0,No,No,No
OC0287,Yes,No,No,No,No,0,No,No,No
QI8685,Yes,No,No,No,No,0,No,No,No
LO7196,Yes,No,No,No,No,0,No,No,No
LL5045,Yes,No,No,No,No,0,No,No,No
GT8936,No,No,No,No,No,0,No,No,No
WI5071,No,No,No,No,No,0,No,No,No
AK1442,Yes,No,No,No,No,0,No,No,No
CH2462,Yes,No,No,No,No,0,No,No,No
HS6310,Yes,No,No,No,No,0,No,No,No
JF9788,Yes,No,No,No,No,0,No,No,No
TM5127,No,No,No,No,No,0,No,No,No
XJ3035,No,No,No,No,No,0,No,No,No
LE9990,No,No,No,No,No,0,No,No,No
YT2800,Yes,No,No,No,No,0,No,No,No
IC7734,Yes,No,No,No,No,0,No,No,No
MK8940,No,No,No,No,No,0,No,No,No
LD9631,Yes,No,No,No,No,0,No,No,No
EI5529,Yes,No,No,No,No,0,No,No,No
XR0425,No,No,No,No,No,0,No,No,No
IO1220,Yes,No,No,No,No,0,No,No,No
PY5198,No,No,No,No,No,0,No,No,No
TP3520,Yes,No,No,No,No,0,No,No,No
MX6314,No,No,No,No,No,0,No,No,No
NA9738,No,No,No,No,No,0,No,No,No
GD1855,No,No,No,No,No,0,No,No,No
GU5359,No,No,No,No,No,0,No,No,No
HG9368,No,Yes,No,No,No,0,No,No,No
DP9013,No,No,No,No,No,0,No,No,No
NP1809,No,No,No,No,No,0,No,No,No
WR9350,No,No,No,No,No,0,No,No,No
UR2109,No,No,No,No,No,0,No,No,No
YA6371,No,No,No,No,No,0,No,No,No
RW2632,No,No,No,No,No,0,No,No,No
CZ9302,No,No,No,No,No,0,No,No,No
UD0143,No,No,No,No,No,0,No,No,No
AF1971,No,No,No,No,No,0,No,No,No
QX0361,No,No,No,No,No,0,No,No,No
HR6340,No,No,No,No,No,0,No,No,No
PR6837,No,No,No,No,No,0,No,No,No
HK2240,No,No,No,No,No,0,No,No,No
OP5521,No,No,No,No,No,0,No,No,No
JW9447,No,No,No,No,No,0,No,No,No
RE4497,No,No,No,No,No,0,No,No,No
RS0137,No,No,No,No,No,0,No,No,No
SR5869,No,No,No,No,No,0,No,No,No
LO8656,No,No,No,No,No,0,No,No,No
ZQ5701,Yes,No,No,No,No,0,No,No,No
HY3765,Yes,No,No,No,No,0,No,No,No
NK7001,Yes,No,No,No,No,0,No,No,No
YG2765,Yes,No,No,No,No,0,No,No,No
VE4696,Yes,No,No,No,No,0,No,No,No
WG7759,Yes,No,No,No,No,0,No,No,No
XL1021,Yes,No,No,No,No,0,No,No,No
AC6874,Yes,No,No,No,No,0,No,No,No
PL2843,Yes,No,No,No,No,0,No,No,No
HW5664,Yes,No,No,No,No,0,No,No,No
AH4582,Yes,No,No,No,No,0,No,No,No
BU8316,Yes,No,No,No,No,0,No,No,No
NG7203,Yes,No,No,No,No,0,No,No,No
DT9616,Yes,No,No,No,No,0,No,No,No
HI8765,Yes,No,No,No,No,0,No,No,No
OM3161,Yes,No,No,No,No,0,No,No,No
QM4902,Yes,No,No,No,No,0,No,No,No
TH8539,Yes,No,No,No,No,0,No,No,No
YH7271,Yes,No,No,No,No,0,No,No,No
AF1969,Yes,No,No,No,No,0,No,No,No
OT5817,Yes,No,No,No,No,0,No,No,No
CX4327,Yes,No,No,No,No,0,No,No,No
AV6773,Yes,No,No,No,No,0,No,No,No
VQ5936,Yes,No,No,No,No,0,No,No,No
GY3467,Yes,No,No,No,No,0,No,No,No
NE1152,Yes,No,No,No,No,0,No,No,No
FV1872,Yes,No,No,No,No,0,No,No,No
LI5781,Yes,No,No,No,No,0,No,No,No
RF8637,Yes,No,No,No,No,0,No,No,No
OL8924,Yes,No,No,No,No,0,No,No,No
QX5367,No,No,No,No,No,0,No,No,No
EG9837,Yes,No,No,No,No,0,No,No,No
TB7717,No,No,No,No,No,0,No,No,No
AN9320,No,No,No,No,No,0,No,No,No
CO5023,No,No,No,No,No,0,No,No,No
OI0752,No,No,No,No,No,0,No,No,No
CP1070,No,No,No,No,No,0,No,No,No
ZV9367,No,No,No,No,No,0,No,No,No
LM8438,Yes,No,No,No,No,0,No,No,No
ZP6408,Yes,No,No,No,No,0,No,No,No
HV0118,Yes,No,No,No,No,0,No,No,No
SZ6754,No,No,No,No,No,0,No,No,No
WU1924,No,No,No,No,No,0,Yes,No,No
VO3098,No,No,No,No,No,0,Yes,No,No
EN3248,Yes,No,No,No,No,0,Yes,No,No
IY6902,No,No,No,No,No,0,Yes,No,No
NJ3254,No,No,No,No,No,0,Yes,No,No
YF2911,No,No,No,No,No,0,Yes,No,No
GN9510,Yes,No,No,No,No,0,Yes,No,No
KV2259,No,No,No,No,No,0,Yes,No,No
LL4594,Yes,No,No,No,No,0,Yes,No,No
NB6071,Yes,No,No,No,No,0,No,No,No
HU1913,No,No,No,No,No,0,No,No,No
ZU7650,Yes,No,No,No,No,0,No,No,No
HU3852,No,No,No,No,No,0,No,No,No
II2680,No,No,No,No,No,0,No,No,No
JP3906,Yes,No,No,No,No,0,No,No,No
HF6362,Yes,No,No,No,No,0,No,No,No
TJ6220,Yes,No,No,No,No,0,No,No,No
LQ7138,Yes,No,No,No,No,0,No,No,No
WN7288,Yes,No,No,No,No,0,No,No,No
BE8074,Yes,No,No,No,No,0,No,No,No
KF3397,No,No,No,No,No,0,No,No,No
BI8000,No,No,No,No,No,0,No,No,No
YI0856,No,No,No,No,No,0,No,No,No
PT5054,No,No,No,No,No,0,No,No,No
RF2410,Yes,No,No,No,No,0,No,No,No
DN5123,No,No,No,No,No,0,No,No,No
KU5010,No,No,No,No,No,0,No,No,No
LJ6208,No,No,No,No,No,0,No,No,No
AX1585,Yes,No,No,No,No,0,No,No,No
AX8341,Yes,No,No,No,No,0,No,No,No
RB0087,Yes,No,No,No,No,0,No,No,No
JS8908,Yes,No,No,No,No,0,No,No,No
OG4234,Yes,No,No,No,No,0,No,No,No
OG6757,Yes,No,No,No,No,0,No,No,No
BQ0037,Yes,No,No,No,No,0,No,No,No
GS7340,Yes,No,No,No,No,0,No,No,No
HB4192,Yes,No,No,No,No,0,No,No,No
JJ4445,Yes,No,No,No,No,0,No,No,No
NW8442,Yes,No,No,No,No,0,No,No,No
BT6974,Yes,No,No,No,No,0,No,No,No
DJ1137,Yes,No,No,No,No,0,No,No,No
NC1678,Yes,No,No,No,No,0,No,No,No
TP6446,Yes,No,No,No,No,0,No,No,No
YP0004,Yes,No,No,No,No,0,No,No,No
BB0197,Yes,No,No,No,No,0,No,No,No
CY9691,Yes,No,No,No,No,0,No,No,No
DX9795,Yes,No,No,No,No,0,No,No,No
CP1284,Yes,No,No,No,No,0,No,No,No
TJ6227,Yes,No,No,No,No,0,No,No,No
XX9433,Yes,No,No,No,No,0,No,No,No
BR3054,Yes,No,No,No,No,0,No,No,No
HC7337,Yes,No,No,No,No,0,No,No,No
QF5004,Yes,No,No,No,No,0,No,No,No
RM5929,Yes,No,No,No,No,0,No,No,No
UM9223,Yes,No,No,No,No,0,No,No,No
IL2625,No,No,No,No,No,0,No,No,No
JJ4690,No,No,No,No,No,0,No,No,No
DF9819,No,No,No,No,No,0,No,No,No
DM9125,No,No,No,No,No,0,No,No,No
GH8126,No,No,No,No,No,0,No,No,No
LD0692,No,No,No,No,No,0,No,No,No
NZ3486,No,No,No,No,No,0,No,No,No
UU8715,No,No,No,No,No,0,No,No,No
VZ6897,No,No,No,No,No,0,No,No,No
BF4878,No,No,No,No,No,0,No,No,No
IY9291,No,No,No,No,No,0,No,No,No
PY8429,No,No,No,No,No,0,No,No,No
EY9612,No,No,No,No,No,0,No,No,No
NH2461,No,No,No,No,No,0,No,No,No
ZF7673,No,No,No,No,No,0,No,No,No
OE3096,No,No,No,No,No,0,No,No,No
RC8468,No,No,No,No,No,0,No,No,No
GO4931,No,No,No,No,No,0,No,No,No
IA4673,No,No,No,No,No,0,No,No,No
JF8120,No,No,No,No,No,0,No,No,No
KZ5200,No,No,No,No,No,0,No,No,No
PH8978,No,No,No,No,No,0,No,No,No
TQ2651,No,No,No,No,No,0,No,No,No
VW4708,No,No,No,No,No,0,No,No,No
YY1202,No,No,No,No,No,0,No,No,No
DP6986,No,No,No,No,No,0,No,No,No
HQ0752,No,No,No,No,No,0,No,No,No
PP3298,No,No,No,No,No,0,No,No,No
QB1010,No,No,No,No,No,0,No,No,No
II8075,No,No,No,No,No,0,No,No,No
VP4331,No,No,No,No,No,0,No,No,No
TV1623,No,No,No,No,No,0,No,No,No
JM8368,No,No,No,No,No,0,No,No,No
VJ2090,No,No,No,No,No,0,No,No,No
SC1405,Yes,No,No,No,No,0,No,No,No
SU4544,Yes,No,No,No,No,0,No,No,No
VR6896,Yes,No,No,No,No,0,No,No,No
PN5800,Yes,No,No,No,No,0,No,No,No
TM9172,Yes,No,No,No,No,0,No,No,No
NG7234,Yes,No,No,No,No,0,No,No,No
UZ2319,Yes,No,No,No,No,0,No,No,No
FR5724,Yes,No,No,No,No,0,No,No,No
MT2787,Yes,No,No,No,No,0,No,No,No
BL6994,Yes,No,No,No,No,0,No,No,No
WB8027,Yes,No,No,No,No,0,No,No,No
HM2220,Yes,No,No,No,No,0,No,No,No
ID1060,Yes,No,No,No,No,0,No,No,No
JU0676,Yes,No,No,No,No,0,No,No,No
DS5905,Yes,No,No,No,No,0,No,No,No
FB5108,Yes,No,No,No,No,0,No,No,No
NU0326,Yes,No,No,No,No,0,No,No,No
CF0953,Yes,No,No,No,No,0,No,No,No
GA2548,Yes,No,No,No,No,0,No,No,No
IN3848,Yes,No,No,No,No,0,No,No,No
PI7821,Yes,No,No,No,No,0,No,No,No
WU7297,Yes,No,No,No,No,0,No,No,No
CP6049,Yes,No,No,No,No,0,No,No,No
IZ1139,Yes,No,No,No,No,0,No,No,No
LE8019,Yes,No,No,No,No,0,No,No,No
FP2402,No,No,No,No,No,0,No,No,No
CI8476,No,No,No,No,No,0,No,No,No
IU5424,No,No,No,No,No,0,No,No,No
AA9073,No,No,No,No,No,0,No,No,No
BU6494,No,No,No,No,No,0,No,No,No
FC9860,No,No,No,No,No,0,No,No,No
LS2682,No,No,No,No,No,0,No,No,No
MP0749,No,No,No,No,No,0,No,No,No
BB9211,No,No,No,No,No,0,No,No,No
PV1114,No,No,No,No,No,0,No,No,No
WB8248,No,No,No,No,No,0,No,No,No
CP1160,No,No,No,No,No,0,No,No,No
KL9926,No,No,No,No,No,0,No,No,No
HO9103,No,No,No,No,No,0,No,No,No
ER1836,Yes,No,No,No,No,0,No,No,No
IH7921,Yes,No,No,No,No,0,No,No,No
EL4099,Yes,No,No,No,No,0,No,No,No
HM0741,No,No,No,No,No,0,No,No,No
JN4953,No,No,No,No,No,0,No,No,No
RT9787,Yes,No,No,No,No,0,No,No,No
BL7803,No,No,No,No,No,0,No,No,No
IN2768,No,No,No,No,No,0,No,No,No
PD4913,No,No,No,No,No,0,No,No,No
EB8185,No,No,No,No,No,0,No,No,No
WN8487,No,No,No,No,No,0,No,No,No
UK7542,Yes,No,No,No,No,0,No,No,No
IL9620,Yes,No,No,No,No,0,No,No,No
LK8014,Yes,No,No,No,No,0,No,No,No
HS9618,No,No,No,No,No,0,No,No,No
LC8194,No,No,No,No,No,0,No,No,No
MT8893,No,No,No,No,No,0,No,No,No
WA6948,No,No,No,No,No,0,No,No,No
KS2066,No,No,No,No,No,0,No,No,No
CX5454,No,No,No,No,No,0,No,No,No
VE1308,No,No,No,No,No,0,No,No,No
CS4439,No,No,No,No,No,0,No,No,No
IY3485,No,No,No,No,No,0,No,No,No
PB4116,No,No,No,No,No,0,No,No,No
QR8058,Yes,No,No,No,No,0,No,No,No
YK9384,Yes,No,No,No,No,0,No,No,No
ON3801,Yes,No,No,No,No,0,No,No,No
DJ6041,Yes,No,No,No,No,0,No,No,No
VF3482,Yes,No,No,No,No,0,No,No,No
UZ9380,Yes,No,No,No,No,0,No,No,No
DZ2462,Yes,No,No,No,No,0,No,No,No
QP4171,Yes,No,No,No,No,0,No,No,No
VG4305,Yes,No,No,No,No,0,No,No,No
WK3654,Yes,No,No,No,No,0,No,No,No
QB6924,Yes,No,No,No,No,0,No,No,No
QE7117,Yes,No,No,No,No,0,No,No,No
ID3120,Yes,No,No,No,No,0,No,No,No
LP4374,Yes,No,No,No,No,0,No,No,No
RB2994,Yes,No,No,No,No,0,No,No,No
UO6536,Yes,No,No,No,No,0,No,No,No
WA6264,Yes,No,No,No,No,0,No,No,No
AD2140,Yes,No,No,No,No,0,No,No,No
CJ8275,Yes,No,No,No,No,0,No,No,No
OW1629,Yes,No,No,No,No,0,No,No,No
PP7848,Yes,No,No,No,No,0,No,No,No
VE7259,Yes,No,No,No,No,0,No,No,No
ER2668,Yes,No,No,No,No,0,No,No,No
HZ5104,Yes,No,No,No,No,0,No,No,No
AF9139,Yes,No,No,No,No,0,No,No,No
QG1448,Yes,No,No,No,No,0,No,No,No
QK0653,Yes,No,No,No,No,0,No,No,No
KL8603,Yes,No,No,No,No,0,No,No,No
OU1713,Yes,No,No,No,No,0,No,No,No
DR5628,Yes,No,No,No,No,0,No,No,No
FO4622,Yes,No,No,No,No,0,No,No,No
YQ9283,Yes,No,No,No,No,0,No,No,No
KR1550,Yes,No,No,No,No,0,No,No,No
OI2986,Yes,No,No,No,No,0,No,No,No
QY2955,Yes,No,No,No,No,0,No,No,No
MJ8429,Yes,No,No,No,No,0,No,No,No
IF4337,Yes,No,No,No,No,0,No,No,No
WQ3384,Yes,No,No,No,No,0,No,No,No
MO4658,Yes,No,No,No,No,0,No,No,No
EU4552,Yes,No,No,No,No,0,No,No,No
GA0674,Yes,No,No,No,No,0,No,No,No
TB6240,Yes,No,No,No,No,0,No,No,No
CI1303,Yes,No,No,No,No,0,No,No,No
PW5963,Yes,No,No,No,No,0,No,No,No
PI5183,Yes,No,No,No,No,0,No,No,No
HK5122,Yes,No,No,No,No,0,No,No,No
XQ6842,No,No,No,No,No,0,No,No,No
OM7702,Yes,No,No,No,No,0,No,No,No
MV7415,Yes,No,No,No,No,0,No,No,No
DS9596,No,No,No,No,No,0,No,No,No
YE5147,Yes,No,No,No,No,0,No,No,No
EV9840,Yes,No,No,No,No,0,No,No,No
SF5798,Yes,No,No,No,No,0,No,No,No
QJ4784,Yes,No,No,No,No,0,No,No,No
LO9833,Yes,No,No,No,No,0,No,No,No
OZ6523,Yes,No,No,No,No,0,No,No,No
FH6029,No,No,No,No,No,0,No,No,No
PN2267,No,No,No,No,No,0,No,No,No
GC7967,No,No,No,No,No,0,Yes,No,No
NY6807,Yes,No,No,No,No,0,No,No,No
WD9700,No,No,No,No,No,0,No,No,No
VJ0062,Yes,No,No,No,No,0,No,No,No
OJ3006,No,No,No,No,No,0,No,No,No
CM7318,Yes,No,No,No,No,0,No,No,No
QJ0854,Yes,No,No,No,No,0,No,No,No
TP7009,No,No,No,No,No,0,No,No,No
KD1496,No,No,No,No,No,0,No,No,No
ME2554,No,No,No,No,No,0,No,No,No
OX1817,No,No,No,No,No,0,No,No,No
GH4984,No,No,No,No,No,0,No,No,No
PD3807,Yes,No,No,No,No,0,No,No,No
DJ3756,No,No,No,No,No,0,No,No,No
RF5496,No,No,No,No,No,0,No,No,No
AV8198,No,No,No,No,No,0,No,No,No
ZO7910,Yes,No,No,No,No,0,No,No,No
CC2684,Yes,No,No,No,No,0,No,No,No
OL2202,No,No,No,No,No,0,No,No,No
TV6866,No,No,No,No,No,0,No,No,No
LJ1278,No,No,No,No,No,0,No,No,No
NE2513,No,No,No,No,No,0,No,No,No
BC5296,No,No,No,No,No,0,No,No,No
QI3602,No,No,No,No,No,0,No,No,No
GT5198,No,No,No,No,No,0,No,No,No
XQ3522,No,No,No,No,No,0,No,No,No
EZ0943,No,No,No,No,No,0,No,No,No
CO2869,Yes,No,No,No,No,0,No,No,No
OZ6361,No,No,No,No,No,0,No,No,No
PY6660,Yes,No,No,No,No,0,No,No,No
LT7570,No,No,No,No,No,0,No,No,No
UD3242,No,No,No,No,No,0,No,No,No
ID5595,No,No,No,No,No,0,No,No,No
VT9502,Yes,No,No,No,No,0,No,No,No
CO0455,No,No,No,No,No,0,No,No,No
EB8051,Yes,No,No,No,No,0,No,No,No
NN9167,No,No,No,No,No,0,No,No,No
PR3268,Yes,No,No,No,No,0,No,No,No
HP6512,No,No,No,No,No,0,No,No,No
KB1798,No,No,No,No,No,0,No,No,No
SG6986,No,No,No,No,No,0,No,No,No
ME9794,Yes,No,No,No,No,0,No,No,No
ZO9210,Yes,No,No,No,No,0,No,No,No
OI6833,No,No,No,No,No,0,No,No,No
YJ3448,No,No,No,No,No,0,No,No,No
DP1843,Yes,No,No,No,No,0,No,No,No
BD1335,No,No,No,No,No,0,No,No,No
XD4481,No,No,No,No,No,0,No,No,No
NE9013,Yes,No,No,No,No,0,No,No,No
IF0056,Yes,No,No,No,No,0,No,No,No
IJ3363,No,No,No,No,No,0,No,No,No
KW4924,Yes,No,No,No,No,0,No,No,No
CP4146,Yes,No,No,No,No,0,No,No,No
XM1085,Yes,No,No,No,No,0,No,No,No
JJ8320,Yes,No,No,No,No,0,No,No,No
YX3201,Yes,No,No,No,No,0,No,No,No
RQ8112,Yes,No,No,No,No,0,No,No,No
TP7374,Yes,No,No,No,No,0,No,No,No
ET4178,Yes,No,No,No,No,0,No,No,No
OM1670,No,No,No,No,No,0,No,No,No
PY6933,No,No,No,No,No,0,No,No,No
RI9640,No,No,No,No,No,0,No,No,No
JN3347,No,No,No,No,No,0,No,No,No
FV7207,No,No,No,No,No,0,No,No,No
